ID,Name,disableParam_NT,disableParamReserve1,disableParamReserve2,eventFlagId,distViewEventFlagId,iconId,bgmPlaceType,isAreaIcon,isOverrideDistViewMarkPos,isEnableNoText,pad3,areaNo_forDistViewMark,gridXNo_forDistViewMark,gridZNo_forDistViewMark,clearedEventFlagId,dispMask00,dispMask01,dispMask02,pad2_0,pad2,distViewIconId,angle,areaNo,gridXNo,gridZNo,pad,posX,posY,posZ,textId1,textEnableFlagId1,textDisableFlagId1,textId2,textEnableFlagId2,textDisableFlagId2,textId3,textEnableFlagId3,textDisableFlagId3,textId4,textEnableFlagId4,textDisableFlagId4,textId5,textEnableFlagId5,textDisableFlagId5,textId6,textEnableFlagId6,textDisableFlagId6,textId7,textEnableFlagId7,textDisableFlagId7,textId8,textEnableFlagId8,textDisableFlagId8,textType1,textType2,textType3,textType4,textType5,textType6,textType7,textType8,distViewId,posX_forDistViewMark,posY_forDistViewMark,posZ_forDistViewMark,distViewId1,distViewId2,distViewId3,dispMinZoomStep,selectMinZoomStep,entryFEType,unknown_0xb7,unknown_0xb8,unknown_0xb9,pad4,textEnableFlag2Id1,textEnableFlag2Id2,textEnableFlag2Id3,textEnableFlag2Id4,textEnableFlag2Id5,textEnableFlag2Id6,textEnableFlag2Id7,textEnableFlag2Id8,textDisableFlag2Id1,textDisableFlag2Id2,textDisableFlag2Id3,textDisableFlag2Id4,textDisableFlag2Id5,textDisableFlag2Id6,textDisableFlag2Id7,textDisableFlag2Id8
582,[Dragonbarrow] Night's Cavalry,1,0,[0|0|0],0,0,279,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,52,41,0,8.289,221.357,115.716,9250063,0,1052410850,9006200,0,1052410850,9200000,0,1052410850,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
583,[Dragonbarrow] Putrid Avatar,1,0,[0|0|0],0,0,279,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,51,40,0,37.409,209.366,70.231,9250025,0,1051400800,9092200,0,65110,9119500,0,65260,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
584,[Dragonbarrow] Putrid Tree Spirit,1,0,[0|0|0],0,0,279,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,30,16,0,0,-130.924,-25.237,-89.231,9250026,0,30160800,9132100,0,30160800,9099900,0,30160800,30160,0,30160800,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
585,[Siofra River] Ancestor Spirit,1,0,[0|0|0],0,0,279,999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,8,0,0,1546.102,-1736.05,1053.286,9250108,0,12080800,9003100,0,12080800,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
586,[Siofra River] Dragonkin Soldier,1,0,[0|0|0],0,0,279,999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,2,0,0,1240.1,-748.448,1738.162,9250109,0,12020830,9035800,0,12020830,12070,0,12020830,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
587,[Ainsel River] Dragonkin Soldier of Nokstella ,1,0,[0|0|0],0,0,279,999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,1,0,0,-147.221,-224.499,114.05,9250110,0,12010800,9047400,0,12010800,12012,0,12010800,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
588,[Nokron Eternal City] Mimic Tear,1,0,[0|0|0],0,0,279,999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,9,0,0,1001.327,-617.556,1142.989,9250111,0,12020850,9132400,0,12020850,9132501,0,12020850,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589,[Nokron Eternal City] Regal Ancestor Spirit,1,0,[0|0|0],0,0,279,999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,9,0,0,1183.829,-1538.411,1911.776,9250112,0,12090800,9101400,0,12090800,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590,[Nokron Eternal City] Valiant Gargoyles,1,0,[0|0|0],0,0,279,999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,9,0,0,1213.209,-619.693,1934.448,9250015,0,12020800,9250113,0,12020800,9048400,0,12020800,9048600,0,12020800,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
591,[Deeproot Depths] Crucible Knight Siluria,1,0,[0|0|0],0,0,279,999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,3,0,0,-884.21,96.669,-320.674,9250114,0,12030390,9111300,0,12030390,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
592,[Deeproot Depths] Fia's Champions,1,0,[0|0|0],0,0,279,999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,3,0,0,-372.813,149.396,-208.123,9250045,0,12030800,9042500,0,12030800,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593,[Deeproot Depths] Lichdragon Fortissax,1,0,[0|0|0],0,0,279,999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,3,0,0,-448.771,149.344,-273.109,9250115,0,12030850,9101100,0,12030850,9201000,0,12030850,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
594,[Lake of Rot] Astel Naturalborn of the Void,1,0,[0|0|0],0,0,279,999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,4,0,0,-98.759,-106.137,-134.393,9250116,0,12040800,9101200,0,12040800,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595,[Lake of Rot] DragonKin Soldier,1,0,[0|0|0],0,0,279,999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,1,0,0,-217.385,-317.072,-317.671,9250109,0,12010850,9036900,0,12010850,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
596,[Altus Plateau] Ancient Dragon Lansseax (2nd encounter),1,0,[0|0|0],0,0,279,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,41,52,0,46.598,924.089,-88.379,9250117,0,1041520800,9071200,0,1041520800,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
597,[Altus Plateau] Ancient Hero of Zamor,1,0,[0|0|0],0,0,279,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,30,8,0,0,330.528,742.204,14.232,9250068,0,30080800,9003700,0,30080800,30080,0,30080800,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
598,[Altus Plateau] Black Knife Assassin (Sage's Cave),1,0,[0|0|0],0,0,279,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,31,19,0,0,130.985,623.473,-12.7,9250049,0,31190800,9028000,0,31190800,31190,0,31190800,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,[Altus Plateau] Black Knife Assassin (Sainted Hero's Grave),1,0,[0|0|0],0,0,279,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,40,52,0,51.641,884,7.318,9250049,0,1040520800,9016700,0,1040520800,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,[Altus Plateau] Crystalian Spear - Crystalian Ringblade,1,0,[0|0|0],0,0,279,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,32,5,0,0,59.032,777.38,-42.066,9250077,0,32050800,9250129,0,32050800,9115700,0,32050800,32050,0,32050800,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,[Altus Plateau] Demi-Human Queen Gilika,1,0,[0|0|0],0,0,279,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,38,51,0,-62.214,783.671,30.099,9250118,0,1038510800,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602,[Altus Plateau] Elemer of the Briar,1,0,[0|0|0],0,0,279,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,39,54,0,-53.722,768.302,56.511,9250119,0,1039540800,9079500,0,1039540800,9021800,0,1039540800,6302700,0,1039540800,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603,[Altus Plateau] Fallingstar Beast,1,0,[0|0|0],0,0,279,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,41,50,0,42.838,834.146,109.239,9250094,0,1041500800,9204604,0,1041500800,9202500,0,1041500800,9132309,0,1041500800,9132609,0,1041500800,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
604,[Altus Plateau] Godefroy The Grafted,1,0,[0|0|0],0,0,279,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,39,50,0,-64.664,708.395,-80.04,9250120,0,1039500800,9053100,0,1039500800,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605,[Altus Plateau] Godskin Apostle,1,0,[0|0|0],0,0,279,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,42,55,0,-35.54,968.164,-38.939,9250107,0,1042550800,9053800,0,1042550800,9108400,0,1042550800,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
606,[Altus Plateau] Necromancer Garris,1,0,[0|0|0],0,0,279,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,31,19,0,0,108.325,627.262,-45.186,9250121,0,31190850,9041800,0,31190850,31190,0,31190850,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
607,[Altus Plateau] Night's Cavalry,1,0,[0|0|0],0,0,279,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,39,51,0,-16.851,756.99,-110.732,9250063,0,1039510800,9010300,0,1039510800,9200000,0,1039510800,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
608,[Altus Plateau] Omenkiller - Miranda,1,0,[0|0|0],0,0,279,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,31,18,0,0,-85.178,790.631,183.114,9250070,0,31180800,9250013,0,31180800,9061000,0,31180800,31180,0,31180800,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
609,[Altus Plateau] Perfumer Tricia - Misbegotten Warrior,1,0,[0|0|0],0,0,279,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,30,12,0,0,9.664,618.303,242.349,9250122,0,30120800,9250092,0,30120800,9093400,0,30120800,30120,0,30120800,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610,[Altus Plateau] Sanguine Noble,1,0,[0|0|0],0,0,279,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,40,53,0,-92.852,802.258,71.048,9240013,0,1040530800,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
611,[Altus Plateau] Stonedigger Troll,1,0,[0|0|0],0,0,279,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,32,4,0,0,-298.136,677.515,-147.71,9250066,0,32040800,9060400,0,32040800,32040,0,32040800,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
612,[Altus Plateau] Tree Sentinel Duo,1,0,[0|0|0],0,0,279,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,41,51,0,91.967,851.27,-41.952,9250067,0,1041510800,9250067,0,1041510800,9039700,0,1041510800,9132700,0,1041510800,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
613,[Altus Plateau] Wormface,1,0,[0|0|0],0,0,279,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,41,53,0,-77.54,785.151,29.154,9250038,0,1041530800,9030500,0,65000,9116400,0,65060,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614,[Mt. Gelmir] Abductor Virgins,1,0,[0|0|0],0,0,279,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,0,0,0,236.057,-132.944,-263.644,9250123,0,16000860,9250124,0,16000860,9068100,0,16000860,16000,0,16000860,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615,[Mt. Gelmir] Demi-Human Queen Margot,1,0,[0|0|0],0,0,279,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,31,9,0,0,-63.912,1013.034,-75.066,9250125,0,31090800,9069600,0,31090800,31090,0,31090800,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
616,[Mt. Gelmir] Demi-Human Queen Maggie,1,0,[0|0|0],0,0,279,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,37,53,0,11.74,901.42,-90.788,9250126,0,1037530800,9132200,0,1037530800,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
617,[Mt. Gelmir] Erdtree Burial Watchdog,1,0,[0|0|0],0,0,279,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,30,7,0,0,-127.2,820.611,225.628,9250055,0,30070800,9052700,0,520120,30070,0,30070800,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
618,[Mt. Gelmir] Full-Grown Fallingstar Beast,1,0,[0|0|0],0,0,279,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,36,54,0,94.844,1047.502,-36.205,9250127,0,1036540800,9041700,0,1036540800,9204604,0,1036540800,9202600,0,1036540800,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
619,[Mt. Gelmir] God-Devouring Serpent - Rykard,1,0,[0|0|0],0,0,279,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,0,0,0,94.323,-439.508,-116.463,9250128,0,16000800,904710001,0,16000800,9106000,0,16000800,9100500,0,16000800,16000,0,16000800,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620,[Mt. Gelmir] Godskin Noble,1,0,[0|0|0],0,0,279,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,0,0,0,58.505,7.023,-209.395,9250130,0,16000850,9054000,0,16000850,9086300,0,16000850,16000,0,16000850,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
621,[Mt. Gelmir] Kindred of Rot,1,0,[0|0|0],0,0,279,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,31,7,0,0,-128.554,721.434,264.746,9250131,0,31070800,903810310,0,31070800,9070500,0,31070800,31070,0,31070800,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
622,[Mt. Gelmir] Magma Wyrm,1,0,[0|0|0],0,0,279,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,35,53,0,1.8,823.671,-80.399,9250021,0,1035530800,9035900,0,1035530800,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
623,[Mt. Gelmir] Red Wolf of the Champion,1,0,[0|0|0],0,0,279,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,30,9,0,0,-146.713,646.243,104.804,9250132,0,30090800,9019400,0,30090800,30090,0,30090800,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
624,[Mt. Gelmir] Tibia Mariner,1,0,[0|0|0],0,0,279,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,38,52,0,-40.163,792.941,-24.929,9250023,0,1038520800,9034300,0,1038520800,9122400,0,1038520800,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625,[Mt. Gelmir] Ulcerated Tree Spirit,1,0,[0|0|0],0,0,279,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,37,54,0,-33.431,856.728,-73.076,9250005,0,1037540810,9025200,0,65250,9072000,0,65180,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
626,[Leyndell] Bell Bearing Hunter,1,0,[0|0|0],0,0,279,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,43,53,0,-22.266,993.349,0.497,9250051,0,1043530800,9080700,0,1043530800,9200000,0,1043530800,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
627,[Leyndell] Crucible Knight Ordovis - Crucible Knight,1,0,[0|0|0],0,0,279,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,30,10,0,0,-105.457,762.934,354.3,9250133,0,30100800,9250006,0,30100800,9092600,0,30100800,9030900,0,30100800,9030800,0,30100800,9031150,0,30100800,9031250,0,30100800,30100,0,30100800,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
628,[Leyndell] Deathbird,1,0,[0|0|0],0,0,279,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,44,53,0,-25.278,1026.065,83.627,9250053,0,1044530800,9124900,0,1044530800,9200000,0,1044530800,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
629,[Leyndell] Draconic Tree Sentinel,1,0,[0|0|0],0,0,279,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,45,52,0,27.693,1023.759,43.921,9250028,0,1045520800,9035700,0,1045520800,9036400,0,1045520800,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630,[Leyndell] Esgar Priest of Blood,1,0,[0|0|0],0,0,279,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,35,0,0,0,-203.847,-153.846,-306.866,9250134,0,35000850,9074200,0,35000850,35002,0,35000850,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
631,[Leyndell] Fell Twins,1,0,[0|0|0],0,0,279,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,34,14,0,0,482.407,26.185,-268.452,9250135,0,34140850,9250135,0,34140850,9091700,0,34140850,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
632,[Leyndell] Godfrey First Elden Lord (golden shade),1,0,[0|0|0],0,0,279,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0,0,0,-131.56,31.01,-386.36,9250136,0,11000850,9120900,0,60520,11000,0,11000850,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
633,[Leyndell] Grave Warden Duelist,1,0,[0|0|0],0,0,279,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,30,13,0,0,4.346,954.403,78.963,9250058,0,30130800,9114500,0,30130800,30130,0,30130800,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,0,0,0,[0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
